# GAP_VERSION=4.16.0
# SMALLGRP_VERSION=1.5.4
# Q_ORDER=64
# Q_ID=207
# STRUCTURE=C2 x ((C4 x C4) : C2)
# Q_PC_RELATIVE_ORDERS=2,2,2,2,2,2
# COVER_ORDER=4096
# PC_CONVERSION_KERNEL_ORDER=1
# COVER_TO_Q_KERNEL_ORDER=64
# COVER_KERNEL_CENTRAL=true
# COVER_KERNEL_IN_DERIVED=true
# EXTERIOR_ORDER=256
# EXTERIOR_RELATIVE_ORDERS=2,2,2,2,4,4
# ACTION_COUNT=12
# AUTOMORPHISM_GENERATOR_COUNT=11
# COMMUTATOR_ROW_COUNT=64
ACTIONS
action_index	image_vectors	q_conjugation
0	0,0,0,0,0,0	0,0,0,0,0,0;0,0,0,0,0,0;0,0,0,0,0,0;0,0,0,0,0,0;0,0,0,0,0,0;0,0,0,0,0,0;0,0,0,0,0,0;0,0,0,0,0,0;0,0,0,0,0,0;0,0,0,0,0,0;0,0,0,0,0,0;0,0,0,0,0,0;0,0,0,0,0,0;0,0,0,0,0,0;0,0,0,0,0,0;0,0,0,0,0,0;0,0,0,0,0,0;0,0,0,0,0,0;0,0,0,0,0,0;0,0,0,0,0,0;0,0,0,0,0,0;0,0,0,0,0,0;0,0,0,0,0,0;0,0,0,0,0,0;0,0,0,0,0,0;0,0,0,0,0,0;0,0,0,0,0,0;0,0,0,0,0,0;0,0,0,0,0,0;0,0,0,0,0,0;0,0,0,0,0,0;0,0,0,0,0,0;0,0,0,0,0,0;0,0,0,0,0,0;0,0,0,0,0,0;0,0,0,0,0,0;0,0,0,0,0,0;0,0,0,0,0,0;0,0,0,0,0,0;0,0,0,0,0,0;0,0,0,0,0,0;0,0,0,0,0,0;0,0,0,0,0,0;0,0,0,0,0,0;0,0,0,0,0,0;0,0,0,0,0,0;0,0,0,0,0,0;0,0,0,0,0,0;0,0,0,0,0,0;0,0,0,0,0,0;0,0,0,0,0,0;0,0,0,0,0,0;0,0,0,0,0,0;0,0,0,0,0,0;0,0,0,0,0,0;0,0,0,0,0,0;0,0,0,0,0,0;0,0,0,0,0,0;0,0,0,0,0,0;0,0,0,0,0,0;0,0,0,0,0,0;0,0,0,0,0,0;0,0,0,0,0,0;0,0,0,0,0,0
1	1,0,0,0,0,0	0,0,0,0,0,0;0,0,0,0,0,0;0,0,0,0,2,1;0,0,0,0,3,1;0,1,0,0,0,0;0,0,0,0,0,2;0,0,0,0,2,2;0,0,0,0,2,1;0,0,0,0,3,1;0,1,0,0,0,0;0,0,0,0,0,2;0,0,0,0,2,2;0,0,0,0,1,2;0,1,0,0,2,1;0,0,0,0,2,3;0,0,0,0,0,3;0,1,0,0,3,1;0,0,0,0,3,3;0,0,0,0,1,3;0,1,0,0,0,2;0,1,0,0,2,2;0,0,0,0,2,0;0,0,0,0,1,2;0,1,0,0,2,1;0,0,0,0,2,3;0,0,0,0,0,3;0,1,0,0,3,1;0,0,0,0,3,3;0,0,0,0,1,3;0,1,0,0,0,2;0,1,0,0,2,2;0,0,0,0,2,0;0,1,0,0,1,2;0,0,0,0,1,0;0,0,0,0,3,0;0,1,0,0,2,3;0,1,0,0,0,3;0,0,0,0,0,1;0,1,0,0,3,3;0,1,0,0,1,3;0,0,0,0,1,1;0,1,0,0,2,0;0,1,0,0,1,2;0,0,0,0,1,0;0,0,0,0,3,0;0,1,0,0,2,3;0,1,0,0,0,3;0,0,0,0,0,1;0,1,0,0,3,3;0,1,0,0,1,3;0,0,0,0,1,1;0,1,0,0,2,0;0,1,0,0,1,0;0,1,0,0,3,0;0,0,0,0,3,2;0,1,0,0,0,1;0,1,0,0,1,1;0,1,0,0,1,0;0,1,0,0,3,0;0,0,0,0,3,2;0,1,0,0,0,1;0,1,0,0,1,1;0,1,0,0,3,2;0,1,0,0,3,2
2	0,1,0,0,0,0	0,0,0,0,0,0;0,0,0,0,2,3;0,0,0,0,0,0;1,0,0,0,1,0;0,0,1,0,0,0;0,0,0,0,2,0;0,0,0,0,0,0;0,0,0,0,0,3;1,0,0,0,3,3;0,0,1,0,2,3;0,0,0,0,0,3;0,0,0,0,2,3;1,0,0,0,1,0;0,0,1,0,0,0;0,0,0,0,2,0;0,0,0,0,0,0;1,0,1,0,1,0;1,0,0,0,3,0;1,0,0,0,1,0;0,0,1,0,2,0;0,0,1,0,0,0;0,0,0,0,2,0;1,0,0,0,1,3;0,0,1,0,0,3;0,0,0,0,2,3;0,0,0,0,0,3;1,0,1,0,3,3;1,0,0,0,1,3;1,0,0,0,3,3;0,0,1,0,0,3;0,0,1,0,2,3;0,0,0,0,0,3;1,0,1,0,1,0;1,0,0,0,3,0;1,0,0,0,1,0;0,0,1,0,2,0;0,0,1,0,0,0;0,0,0,0,2,0;1,0,1,0,3,0;1,0,1,0,1,0;1,0,0,0,3,0;0,0,1,0,2,0;1,0,1,0,1,3;1,0,0,0,3,3;1,0,0,0,1,3;0,0,1,0,2,3;0,0,1,0,0,3;0,0,0,0,2,3;1,0,1,0,1,3;1,0,1,0,3,3;1,0,0,0,1,3;0,0,1,0,0,3;1,0,1,0,3,0;1,0,1,0,1,0;1,0,0,0,3,0;0,0,1,0,2,0;1,0,1,0,3,0;1,0,1,0,3,3;1,0,1,0,1,3;1,0,0,0,3,3;0,0,1,0,2,3;1,0,1,0,1,3;1,0,1,0,3,0;1,0,1,0,3,3
3	0,0,1,0,0,0	0,0,0,0,0,0;0,0,0,0,1,3;1,0,0,0,3,0;0,0,0,0,0,0;0,0,0,1,0,0;0,0,0,0,0,0;0,0,0,0,2,0;1,0,0,0,0,3;0,0,0,0,3,3;0,0,0,1,1,3;0,0,0,0,1,3;0,0,0,0,3,3;1,0,0,0,3,0;1,0,0,1,3,0;1,0,0,0,3,0;1,0,0,0,1,0;0,0,0,1,0,0;0,0,0,0,0,0;0,0,0,0,2,0;0,0,0,1,0,0;0,0,0,1,2,0;0,0,0,0,2,0;1,0,0,0,2,3;1,0,0,1,0,3;1,0,0,0,0,3;1,0,0,0,2,3;0,0,0,1,3,3;0,0,0,0,3,3;0,0,0,0,1,3;0,0,0,1,1,3;0,0,0,1,3,3;0,0,0,0,3,3;1,0,0,1,3,0;1,0,0,0,3,0;1,0,0,0,1,0;1,0,0,1,3,0;1,0,0,1,1,0;1,0,0,0,1,0;0,0,0,1,0,0;0,0,0,1,2,0;0,0,0,0,2,0;0,0,0,1,2,0;1,0,0,1,2,3;1,0,0,0,2,3;1,0,0,0,0,3;1,0,0,1,0,3;1,0,0,1,2,3;1,0,0,0,2,3;0,0,0,1,3,3;0,0,0,1,1,3;0,0,0,0,1,3;0,0,0,1,3,3;1,0,0,1,3,0;1,0,0,1,1,0;1,0,0,0,1,0;1,0,0,1,1,0;0,0,0,1,2,0;1,0,0,1,2,3;1,0,0,1,0,3;1,0,0,0,0,3;1,0,0,1,2,3;0,0,0,1,1,3;1,0,0,1,1,0;1,0,0,1,0,3
4	0,0,0,1,0,0	0,0,0,0,0,0;0,1,0,0,0,0;0,0,1,0,0,0;0,0,0,1,0,0;0,0,0,0,0,0;0,0,0,0,0,0;0,0,0,0,0,0;0,1,1,0,0,0;0,1,0,1,0,0;0,1,0,0,0,0;0,1,0,0,0,0;0,1,0,0,0,0;0,0,1,1,0,0;0,0,1,0,0,0;0,0,1,0,0,0;0,0,1,0,0,0;0,0,0,1,0,0;0,0,0,1,0,0;0,0,0,1,0,0;0,0,0,0,0,0;0,0,0,0,0,0;0,0,0,0,0,0;0,1,1,1,0,0;0,1,1,0,0,0;0,1,1,0,0,0;0,1,1,0,0,0;0,1,0,1,0,0;0,1,0,1,0,0;0,1,0,1,0,0;0,1,0,0,0,0;0,1,0,0,0,0;0,1,0,0,0,0;0,0,1,1,0,0;0,0,1,1,0,0;0,0,1,1,0,0;0,0,1,0,0,0;0,0,1,0,0,0;0,0,1,0,0,0;0,0,0,1,0,0;0,0,0,1,0,0;0,0,0,1,0,0;0,0,0,0,0,0;0,1,1,1,0,0;0,1,1,1,0,0;0,1,1,1,0,0;0,1,1,0,0,0;0,1,1,0,0,0;0,1,1,0,0,0;0,1,0,1,0,0;0,1,0,1,0,0;0,1,0,1,0,0;0,1,0,0,0,0;0,0,1,1,0,0;0,0,1,1,0,0;0,0,1,1,0,0;0,0,1,0,0,0;0,0,0,1,0,0;0,1,1,1,0,0;0,1,1,1,0,0;0,1,1,1,0,0;0,1,1,0,0,0;0,1,0,1,0,0;0,0,1,1,0,0;0,1,1,1,0,0
5	0,0,0,0,1,0	0,0,0,0,0,0;0,0,0,0,0,2;0,0,0,0,2,0;0,0,0,0,0,0;0,0,0,0,0,0;0,0,0,0,0,0;0,0,0,0,0,0;0,0,0,0,2,2;0,0,0,0,0,2;0,0,0,0,0,2;0,0,0,0,0,2;0,0,0,0,0,2;0,0,0,0,2,0;0,0,0,0,2,0;0,0,0,0,2,0;0,0,0,0,2,0;0,0,0,0,0,0;0,0,0,0,0,0;0,0,0,0,0,0;0,0,0,0,0,0;0,0,0,0,0,0;0,0,0,0,0,0;0,0,0,0,2,2;0,0,0,0,2,2;0,0,0,0,2,2;0,0,0,0,2,2;0,0,0,0,0,2;0,0,0,0,0,2;0,0,0,0,0,2;0,0,0,0,0,2;0,0,0,0,0,2;0,0,0,0,0,2;0,0,0,0,2,0;0,0,0,0,2,0;0,0,0,0,2,0;0,0,0,0,2,0;0,0,0,0,2,0;0,0,0,0,2,0;0,0,0,0,0,0;0,0,0,0,0,0;0,0,0,0,0,0;0,0,0,0,0,0;0,0,0,0,2,2;0,0,0,0,2,2;0,0,0,0,2,2;0,0,0,0,2,2;0,0,0,0,2,2;0,0,0,0,2,2;0,0,0,0,0,2;0,0,0,0,0,2;0,0,0,0,0,2;0,0,0,0,0,2;0,0,0,0,2,0;0,0,0,0,2,0;0,0,0,0,2,0;0,0,0,0,2,0;0,0,0,0,0,0;0,0,0,0,2,2;0,0,0,0,2,2;0,0,0,0,2,2;0,0,0,0,2,2;0,0,0,0,0,2;0,0,0,0,2,0;0,0,0,0,2,2
6	0,0,0,0,0,1	0,0,0,0,0,0;0,0,0,0,2,2;0,0,0,0,0,0;0,0,0,0,2,0;0,0,0,0,0,0;0,0,0,0,0,0;0,0,0,0,0,0;0,0,0,0,2,2;0,0,0,0,0,2;0,0,0,0,2,2;0,0,0,0,2,2;0,0,0,0,2,2;0,0,0,0,2,0;0,0,0,0,0,0;0,0,0,0,0,0;0,0,0,0,0,0;0,0,0,0,2,0;0,0,0,0,2,0;0,0,0,0,2,0;0,0,0,0,0,0;0,0,0,0,0,0;0,0,0,0,0,0;0,0,0,0,0,2;0,0,0,0,2,2;0,0,0,0,2,2;0,0,0,0,2,2;0,0,0,0,0,2;0,0,0,0,0,2;0,0,0,0,0,2;0,0,0,0,2,2;0,0,0,0,2,2;0,0,0,0,2,2;0,0,0,0,2,0;0,0,0,0,2,0;0,0,0,0,2,0;0,0,0,0,0,0;0,0,0,0,0,0;0,0,0,0,0,0;0,0,0,0,2,0;0,0,0,0,2,0;0,0,0,0,2,0;0,0,0,0,0,0;0,0,0,0,0,2;0,0,0,0,0,2;0,0,0,0,0,2;0,0,0,0,2,2;0,0,0,0,2,2;0,0,0,0,2,2;0,0,0,0,0,2;0,0,0,0,0,2;0,0,0,0,0,2;0,0,0,0,2,2;0,0,0,0,2,0;0,0,0,0,2,0;0,0,0,0,2,0;0,0,0,0,0,0;0,0,0,0,2,0;0,0,0,0,0,2;0,0,0,0,0,2;0,0,0,0,0,2;0,0,0,0,2,2;0,0,0,0,0,2;0,0,0,0,2,0;0,0,0,0,0,2
7	1,1,0,0,0,0	0,0,0,0,0,0;0,0,0,0,2,3;0,0,0,0,0,1;1,0,0,0,0,1;0,1,1,0,0,0;0,0,0,0,2,2;0,0,0,0,2,2;0,0,0,0,0,0;1,0,0,0,2,0;0,1,1,0,2,3;0,0,0,0,0,1;0,0,0,0,0,1;1,0,0,0,0,2;0,1,1,0,0,1;0,0,0,0,2,3;0,0,0,0,2,3;1,1,1,0,0,1;1,0,0,0,2,3;1,0,0,0,2,3;0,1,1,0,2,2;0,1,1,0,2,2;0,0,0,0,0,0;1,0,0,0,0,1;0,1,1,0,0,0;0,0,0,0,2,2;0,0,0,0,2,2;1,1,1,0,2,0;1,0,0,0,0,2;1,0,0,0,0,2;0,1,1,0,0,1;0,1,1,0,0,1;0,0,0,0,2,3;1,1,1,0,0,2;1,0,0,0,2,0;1,0,0,0,2,0;0,1,1,0,2,3;0,1,1,0,2,3;0,0,0,0,0,1;1,1,1,0,2,3;1,1,1,0,2,3;1,0,0,0,0,1;0,1,1,0,0,0;1,1,1,0,0,1;1,0,0,0,2,3;1,0,0,0,2,3;0,1,1,0,2,2;0,1,1,0,2,2;0,0,0,0,0,0;1,1,1,0,0,2;1,1,1,0,0,2;1,0,0,0,2,0;0,1,1,0,2,3;1,1,1,0,2,0;1,1,1,0,2,0;1,0,0,0,0,2;0,1,1,0,0,1;1,1,1,0,0,1;1,1,1,0,2,3;1,1,1,0,2,3;1,0,0,0,0,1;0,1,1,0,0,0;1,1,1,0,2,0;1,1,1,0,0,2;1,1,1,0,0,1
8	1,0,1,0,0,0	0,0,0,0,0,0;0,0,0,0,1,3;1,0,0,0,1,1;0,0,0,0,1,1;0,1,0,1,0,0;0,0,0,0,0,2;0,0,0,0,0,2;1,0,0,0,2,0;0,0,0,0,0,0;0,1,0,1,1,3;0,0,0,0,1,1;0,0,0,0,1,1;1,0,0,0,2,2;1,1,0,1,1,1;1,0,0,0,1,3;1,0,0,0,1,3;0,1,0,1,1,1;0,0,0,0,1,3;0,0,0,0,1,3;0,1,0,1,0,2;0,1,0,1,0,2;0,0,0,0,0,0;1,0,0,0,1,1;1,1,0,1,2,0;1,0,0,0,2,2;1,0,0,0,2,2;0,1,0,1,0,0;0,0,0,0,0,2;0,0,0,0,0,2;0,1,0,1,1,1;0,1,0,1,1,1;0,0,0,0,1,3;1,1,0,1,2,2;1,0,0,0,2,0;1,0,0,0,2,0;1,1,0,1,1,3;1,1,0,1,1,3;1,0,0,0,1,1;0,1,0,1,1,3;0,1,0,1,1,3;0,0,0,0,1,1;0,1,0,1,0,0;1,1,0,1,1,1;1,0,0,0,1,3;1,0,0,0,1,3;1,1,0,1,2,2;1,1,0,1,2,2;1,0,0,0,2,0;0,1,0,1,0,2;0,1,0,1,0,2;0,0,0,0,0,0;0,1,0,1,1,3;1,1,0,1,2,0;1,1,0,1,2,0;1,0,0,0,2,2;1,1,0,1,1,1;0,1,0,1,1,1;1,1,0,1,1,3;1,1,0,1,1,3;1,0,0,0,1,1;1,1,0,1,2,0;0,1,0,1,0,0;1,1,0,1,2,2;1,1,0,1,1,1
9	1,0,0,1,0,0	0,0,0,0,0,0;0,1,0,0,0,0;0,0,1,0,2,1;0,0,0,1,3,1;0,1,0,0,0,0;0,0,0,0,0,2;0,0,0,0,2,2;0,1,1,0,2,1;0,1,0,1,3,1;0,0,0,0,0,0;0,1,0,0,0,2;0,1,0,0,2,2;0,0,1,1,1,2;0,1,1,0,2,1;0,0,1,0,2,3;0,0,1,0,0,3;0,1,0,1,3,1;0,0,0,1,3,3;0,0,0,1,1,3;0,1,0,0,0,2;0,1,0,0,2,2;0,0,0,0,2,0;0,1,1,1,1,2;0,0,1,0,2,1;0,1,1,0,2,3;0,1,1,0,0,3;0,0,0,1,3,1;0,1,0,1,3,3;0,1,0,1,1,3;0,0,0,0,0,2;0,0,0,0,2,2;0,1,0,0,2,0;0,1,1,1,1,2;0,0,1,1,1,0;0,0,1,1,3,0;0,1,1,0,2,3;0,1,1,0,0,3;0,0,1,0,0,1;0,1,0,1,3,3;0,1,0,1,1,3;0,0,0,1,1,1;0,1,0,0,2,0;0,0,1,1,1,2;0,1,1,1,1,0;0,1,1,1,3,0;0,0,1,0,2,3;0,0,1,0,0,3;0,1,1,0,0,1;0,0,0,1,3,3;0,0,0,1,1,3;0,1,0,1,1,1;0,0,0,0,2,0;0,1,1,1,1,0;0,1,1,1,3,0;0,0,1,1,3,2;0,1,1,0,0,1;0,1,0,1,1,1;0,0,1,1,1,0;0,0,1,1,3,0;0,1,1,1,3,2;0,0,1,0,0,1;0,0,0,1,1,1;0,1,1,1,3,2;0,0,1,1,3,2
10	1,0,0,0,1,0	0,0,0,0,0,0;0,0,0,0,0,2;0,0,0,0,0,1;0,0,0,0,3,1;0,1,0,0,0,0;0,0,0,0,0,2;0,0,0,0,2,2;0,0,0,0,0,3;0,0,0,0,3,3;0,1,0,0,0,2;0,0,0,0,0,0;0,0,0,0,2,0;0,0,0,0,3,2;0,1,0,0,0,1;0,0,0,0,0,3;0,0,0,0,2,3;0,1,0,0,3,1;0,0,0,0,3,3;0,0,0,0,1,3;0,1,0,0,0,2;0,1,0,0,2,2;0,0,0,0,2,0;0,0,0,0,3,0;0,1,0,0,0,3;0,0,0,0,0,1;0,0,0,0,2,1;0,1,0,0,3,3;0,0,0,0,3,1;0,0,0,0,1,1;0,1,0,0,0,0;0,1,0,0,2,0;0,0,0,0,2,2;0,1,0,0,3,2;0,0,0,0,3,0;0,0,0,0,1,0;0,1,0,0,0,3;0,1,0,0,2,3;0,0,0,0,2,1;0,1,0,0,3,3;0,1,0,0,1,3;0,0,0,0,1,1;0,1,0,0,2,0;0,1,0,0,3,0;0,0,0,0,3,2;0,0,0,0,1,2;0,1,0,0,0,1;0,1,0,0,2,1;0,0,0,0,2,3;0,1,0,0,3,1;0,1,0,0,1,1;0,0,0,0,1,3;0,1,0,0,2,2;0,1,0,0,3,0;0,1,0,0,1,0;0,0,0,0,1,2;0,1,0,0,2,1;0,1,0,0,1,1;0,1,0,0,3,2;0,1,0,0,1,2;0,0,0,0,1,0;0,1,0,0,2,3;0,1,0,0,1,3;0,1,0,0,1,2;0,1,0,0,1,0
11	1,0,0,0,0,1	0,0,0,0,0,0;0,0,0,0,2,2;0,0,0,0,2,1;0,0,0,0,1,1;0,1,0,0,0,0;0,0,0,0,0,2;0,0,0,0,2,2;0,0,0,0,0,3;0,0,0,0,3,3;0,1,0,0,2,2;0,0,0,0,2,0;0,0,0,0,0,0;0,0,0,0,3,2;0,1,0,0,2,1;0,0,0,0,2,3;0,0,0,0,0,3;0,1,0,0,1,1;0,0,0,0,1,3;0,0,0,0,3,3;0,1,0,0,0,2;0,1,0,0,2,2;0,0,0,0,2,0;0,0,0,0,1,0;0,1,0,0,0,3;0,0,0,0,0,1;0,0,0,0,2,1;0,1,0,0,3,3;0,0,0,0,3,1;0,0,0,0,1,1;0,1,0,0,2,0;0,1,0,0,0,0;0,0,0,0,0,2;0,1,0,0,3,2;0,0,0,0,3,0;0,0,0,0,1,0;0,1,0,0,2,3;0,1,0,0,0,3;0,0,0,0,0,1;0,1,0,0,1,3;0,1,0,0,3,3;0,0,0,0,3,1;0,1,0,0,2,0;0,1,0,0,1,0;0,0,0,0,1,2;0,0,0,0,3,2;0,1,0,0,0,1;0,1,0,0,2,1;0,0,0,0,2,3;0,1,0,0,3,1;0,1,0,0,1,1;0,0,0,0,1,3;0,1,0,0,0,2;0,1,0,0,3,0;0,1,0,0,1,0;0,0,0,0,1,2;0,1,0,0,0,1;0,1,0,0,3,1;0,1,0,0,1,2;0,1,0,0,3,2;0,0,0,0,3,0;0,1,0,0,2,3;0,1,0,0,1,3;0,1,0,0,1,2;0,1,0,0,3,0
12	0,1,1,0,0,0	0,0,0,0,0,0;0,0,0,0,3,2;1,0,0,0,3,0;1,0,0,0,1,0;0,0,1,1,0,0;0,0,0,0,2,0;0,0,0,0,2,0;1,0,0,0,0,2;1,0,0,0,2,2;0,0,1,1,3,2;0,0,0,0,1,2;0,0,0,0,1,2;0,0,0,0,0,0;1,0,1,1,3,0;1,0,0,0,1,0;1,0,0,0,1,0;1,0,1,1,1,0;1,0,0,0,3,0;1,0,0,0,3,0;0,0,1,1,2,0;0,0,1,1,2,0;0,0,0,0,0,0;0,0,0,0,3,2;1,0,1,1,0,2;1,0,0,0,2,2;1,0,0,0,2,2;1,0,1,1,2,2;1,0,0,0,0,2;1,0,0,0,0,2;0,0,1,1,1,2;0,0,1,1,1,2;0,0,0,0,3,2;0,0,1,1,0,0;0,0,0,0,2,0;0,0,0,0,2,0;1,0,1,1,1,0;1,0,1,1,1,0;1,0,0,0,3,0;1,0,1,1,3,0;1,0,1,1,3,0;1,0,0,0,1,0;0,0,1,1,0,0;0,0,1,1,3,2;0,0,0,0,1,2;0,0,0,0,1,2;1,0,1,1,2,2;1,0,1,1,2,2;1,0,0,0,0,2;1,0,1,1,0,2;1,0,1,1,0,2;1,0,0,0,2,2;0,0,1,1,3,2;0,0,1,1,2,0;0,0,1,1,2,0;0,0,0,0,0,0;1,0,1,1,3,0;1,0,1,1,1,0;0,0,1,1,1,2;0,0,1,1,1,2;0,0,0,0,3,2;1,0,1,1,0,2;1,0,1,1,2,2;0,0,1,1,0,0;0,0,1,1,3,2
